evp_s0,evp_R,evp_d,evp_n,evp_eta,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25
1,1,0.1,10,100.0,0.20000000000000195,50.784,50.786,50.786,50.786,50.787,50.792,50.793,50.794,50.795,50.796,50.797,50.798,50.799,50.8,50.8,50.801,50.802,50.803,50.804,50.805,50.805,50.805,50.805,50.805,50.805
1,1,0.1,10,1000.0,0.20000000000000195,446.16,495.51,498.53,498.56,498.57,498.57,498.57,498.57,498.57,498.58,498.58,498.58,498.58,498.58,498.58,498.58,498.58,498.58,498.58,498.58,498.58,498.58,498.58,498.58,498.58
1,1,0.1,10,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.6,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7
1,1,0.1,15,100.0,0.20000000000000195,78.887,80.053,80.17,80.173,80.173,80.178,80.179,80.18,80.181,80.182,80.183,80.184,80.185,80.186,80.187,80.188,80.189,80.19,80.191,80.192,80.192,80.192,80.192,80.192,80.192
1,1,0.1,15,1000.0,0.20000000000000195,502.3,660.7,672.7,672.81,672.81,672.82,672.82,672.82,672.82,672.82,672.82,672.83,672.83,672.83,672.83,672.83,672.83,672.83,672.83,672.83,672.83,672.83,672.83,672.83,672.83
1,1,0.1,15,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.7,6719.1,6719.1,6719.1,6719.1,6719.1,6719.1,6719.1,6719.1,6719.1,6719.1,6719.1,6719.1,6719.1,6719.1,6719.2,6719.2,6719.2,6719.2,6719.2,6719.2
1,1,0.1,20,1000.0,0.20000000000000195,504.36,753.39,781.43,781.63,781.64,781.64,781.64,781.64,781.64,781.64,781.65,781.65,781.65,781.65,781.65,781.65,781.65,781.65,781.65,781.65,781.65,781.65,781.65,781.65,781.65
1,1,0.1,20,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.7,7807.3,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4
1,1,0.5,1,1000.0,0.20000000000000195,1.1512,1.152,1.1532,1.154,1.1552,1.1794,1.1844,1.1891,1.194,1.199,1.2035,1.2084,1.2129,1.2177,1.2222,1.227,1.2314,1.2361,1.2405,1.2452,1.2452,1.2452,1.2452,1.2452,1.2452
1,1,0.5,1,10000.0,0.20000000000000195,2.5012,2.502,2.5032,2.504,2.5052,2.5294,2.5344,2.539,2.544,2.549,2.5535,2.5584,2.5629,2.5677,2.5722,2.5769,2.5814,2.5861,2.5905,2.5952,2.5952,2.5952,2.5952,2.5952,2.5952
1,1,0.5,5,100.0,0.20000000000000195,21.216,21.217,21.219,21.219,21.221,21.245,21.25,21.254,21.259,21.264,21.269,21.274,21.278,21.283,21.288,21.292,21.297,21.302,21.306,21.311,21.311,21.311,21.311,21.311,21.311
1,1,0.5,5,1000.0,0.20000000000000195,200.5,203.04,203.14,203.14,203.15,203.17,203.18,203.18,203.18,203.19,203.19,203.2,203.2,203.21,203.21,203.22,203.22,203.23,203.23,203.24,203.24,203.24,203.24,203.24,203.24
1,1,0.5,5,10000.0,0.20000000000000195,504.2,837.74,1307.8,1566.0,1823.2,2022.4,2022.4,2022.4,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5
1,1,0.5,10,100.0,0.20000000000000195,50.785,50.787,50.789,50.789,50.791,50.815,50.82,50.825,50.83,50.834,50.839,50.844,50.848,50.853,50.858,50.862,50.867,50.872,50.876,50.881,50.881,50.881,50.881,50.881,50.881
1,1,0.5,10,1000.0,0.20000000000000195,446.16,495.52,498.53,498.57,498.57,498.59,498.6,498.6,498.61,498.61,498.62,498.62,498.63,498.63,498.64,498.64,498.65,498.65,498.65,498.66,498.66,498.66,498.66,498.66,498.66
1,1,0.5,10,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.6,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7
1,1,0.5,15,100.0,0.20000000000000195,78.887,80.054,80.172,80.176,80.177,80.202,80.207,80.211,80.216,80.221,80.226,80.231,80.235,80.24,80.244,80.249,80.254,80.258,80.263,80.267,80.267,80.267,80.267,80.267,80.267
1,1,0.5,15,1000.0,0.20000000000000195,502.3,660.7,672.7,672.81,672.82,672.84,672.85,672.85,672.86,672.86,672.87,672.87,672.87,672.88,672.88,672.89,672.89,672.9,672.9,672.91,672.91,672.91,672.91,672.91,672.91
1,1,0.5,15,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.7,6719.1,6719.2,6719.2,6719.2,6719.2,6719.2,6719.2,6719.2,6719.2,6719.2,6719.2,6719.2,6719.2,6719.2,6719.2,6719.2,6719.2,6719.2,6719.2,6719.2
1,1,0.5,20,1000.0,0.20000000000000195,504.36,753.39,781.43,781.63,781.64,781.66,781.67,781.67,781.68,781.68,781.69,781.69,781.7,781.7,781.71,781.71,781.71,781.72,781.72,781.73,781.73,781.73,781.73,781.73,781.73
1,1,0.5,20,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.7,7807.3,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4
1,1,1,1,1000.0,0.20000000000000195,1.1524,1.154,1.1563,1.1579,1.1603,1.208,1.2177,1.2266,1.2361,1.2455,1.2541,1.2634,1.2718,1.2808,1.2891,1.298,1.3061,1.3148,1.3227,1.3313,1.3313,1.3313,1.3313,1.3313,1.3313
1,1,1,1,10000.0,0.20000000000000195,2.5024,2.504,2.5063,2.5079,2.5103,2.558,2.5677,2.5766,2.5861,2.5955,2.6041,2.6133,2.6218,2.6308,2.6391,2.648,2.6561,2.6648,2.6727,2.6813,2.6813,2.6813,2.6813,2.6813,2.6813
1,1,1,5,100.0,0.20000000000000195,21.217,21.219,21.222,21.223,21.226,21.273,21.283,21.292,21.301,21.311,21.32,21.329,21.337,21.346,21.355,21.363,21.371,21.38,21.388,21.397,21.397,21.397,21.397,21.397,21.397
1,1,1,5,1000.0,0.20000000000000195,200.5,203.04,203.15,203.15,203.15,203.2,203.21,203.22,203.23,203.24,203.24,203.25,203.26,203.27,203.28,203.29,203.3,203.3,203.31,203.32,203.32,203.32,203.32,203.32,203.32
1,1,1,5,10000.0,0.20000000000000195,504.2,837.74,1307.8,1566.0,1823.2,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.6,2022.6,2022.6,2022.6,2022.6,2022.6,2022.6,2022.6,2022.6
1,1,1,10,100.0,0.20000000000000195,50.786,50.789,50.792,50.793,50.796,50.843,50.853,50.862,50.871,50.881,50.89,50.899,50.907,50.916,50.925,50.933,50.942,50.95,50.958,50.967,50.967,50.967,50.967,50.967,50.967
1,1,1,10,1000.0,0.20000000000000195,446.16,495.52,498.53,498.57,498.57,498.62,498.63,498.64,498.65,498.66,498.67,498.68,498.68,498.69,498.7,498.71,498.72,498.73,498.74,498.74,498.74,498.74,498.74,498.74,498.74
1,1,1,10,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.6,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.8,4976.8,4976.8,4976.8,4976.8,4976.8,4976.8,4976.8,4976.8,4976.8,4976.8,4976.8,4976.8
1,1,1,15,100.0,0.20000000000000195,78.888,80.056,80.175,80.18,80.182,80.23,80.24,80.249,80.258,80.268,80.276,80.285,80.294,80.303,80.311,80.32,80.328,80.337,80.345,80.353,80.353,80.353,80.353,80.353,80.353
1,1,1,15,1000.0,0.20000000000000195,502.3,660.7,672.7,672.81,672.82,672.87,672.88,672.89,672.9,672.91,672.91,672.92,672.93,672.94,672.95,672.96,672.97,672.98,672.98,672.99,672.99,672.99,672.99,672.99,672.99
1,1,1,15,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.7,6719.2,6719.2,6719.2,6719.2,6719.2,6719.2,6719.2,6719.2,6719.2,6719.2,6719.3,6719.3,6719.3,6719.3,6719.3,6719.3,6719.3,6719.3,6719.3,6719.3
1,1,1,20,1000.0,0.20000000000000195,504.36,753.39,781.44,781.63,781.64,781.69,781.7,781.71,781.72,781.73,781.74,781.74,781.75,781.76,781.77,781.78,781.79,781.8,781.8,781.81,781.81,781.81,781.81,781.81,781.81
1,1,1,20,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.7,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.4,7807.5,7807.5,7807.5,7807.5,7807.5,7807.5,7807.5,7807.5,7807.5,7807.5,7807.5
1,1,5,1,1.0,0.20000000000000195,1.012,1.0199,1.0315,1.0392,1.0506,1.2584,1.2959,1.3287,1.3626,1.3948,1.4231,1.4522,1.4778,1.5041,1.5273,1.5512,1.5721,1.5937,1.6127,1.6323,1.6323,1.6323,1.6323,1.6323,1.6323
1,1,5,1,10.0,0.20000000000000195,1.0134,1.0212,1.0328,1.0405,1.052,1.2598,1.2972,1.3301,1.364,1.3962,1.4244,1.4535,1.4791,1.5055,1.5286,1.5525,1.5735,1.5951,1.6141,1.6336,1.6336,1.6336,1.6336,1.6336,1.6336
1,1,5,1,100.0,0.20000000000000195,1.0269,1.0347,1.0463,1.054,1.0655,1.2733,1.3107,1.3436,1.3775,1.4097,1.4379,1.467,1.4926,1.519,1.5421,1.566,1.587,1.6086,1.6276,1.6471,1.6471,1.6471,1.6471,1.6471,1.6471
1,1,5,1,1000.0,0.20000000000000195,1.1619,1.1697,1.1813,1.189,1.2004,1.4083,1.4457,1.4786,1.5125,1.5447,1.5729,1.602,1.6276,1.654,1.6771,1.701,1.722,1.7436,1.7625,1.7821,1.7821,1.7821,1.7821,1.7821,1.7821
1,1,5,1,10000.0,0.20000000000000195,2.5118,2.5196,2.5313,2.539,2.5504,2.7582,2.7957,2.8285,2.8624,2.8946,2.9229,2.952,2.9776,3.004,3.0271,3.051,3.0719,3.0936,3.1125,3.1321,3.1321,3.1321,3.1321,3.1321,3.1321
1,1,5,5,100.0,0.20000000000000195,21.226,21.235,21.246,21.254,21.265,21.473,21.511,21.544,21.578,21.61,21.638,21.667,21.693,21.719,21.742,21.766,21.787,21.809,21.828,21.847,21.847,21.847,21.847,21.847,21.847
1,1,5,5,1000.0,0.20000000000000195,200.51,203.06,203.17,203.17,203.19,203.4,203.43,203.47,203.5,203.53,203.56,203.59,203.62,203.64,203.67,203.69,203.71,203.73,203.75,203.77,203.77,203.77,203.77,203.77,203.77
1,1,5,5,10000.0,0.20000000000000195,504.2,837.74,1307.8,1566.0,1823.2,2022.6,2022.7,2022.7,2022.7,2022.8,2022.8,2022.8,2022.9,2022.9,2022.9,2022.9,2023.0,2023.0,2023.0,2023.0,2023.0,2023.0,2023.0,2023.0,2023.0
1,1,5,10,100.0,0.20000000000000195,50.794,50.804,50.816,50.823,50.835,51.043,51.08,51.113,51.147,51.179,51.208,51.237,51.263,51.289,51.312,51.336,51.357,51.379,51.398,51.417,51.417,51.417,51.417,51.417,51.417
1,1,5,10,1000.0,0.20000000000000195,446.16,495.52,498.55,498.59,498.6,498.81,498.85,498.89,498.92,498.95,498.98,499.01,499.04,499.06,499.09,499.11,499.13,499.15,499.17,499.19,499.19,499.19,499.19,499.19,499.19
1,1,5,10,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.6,4976.8,4976.9,4976.9,4976.9,4977.0,4977.0,4977.0,4977.1,4977.1,4977.1,4977.1,4977.2,4977.2,4977.2,4977.2,4977.2,4977.2,4977.2,4977.2,4977.2
1,1,5,15,100.0,0.20000000000000195,78.896,80.07,80.198,80.209,80.221,80.429,80.467,80.5,80.534,80.566,80.594,80.623,80.649,80.675,80.699,80.722,80.743,80.765,80.784,80.804,80.804,80.804,80.804,80.804,80.804
1,1,5,15,1000.0,0.20000000000000195,502.3,660.7,672.71,672.83,672.85,673.06,673.1,673.13,673.16,673.2,673.23,673.26,673.28,673.31,673.33,673.36,673.38,673.4,673.42,673.44,673.44,673.44,673.44,673.44,673.44
1,1,5,15,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.7,6719.2,6719.3,6719.3,6719.4,6719.4,6719.5,6719.5,6719.5,6719.5,6719.6,6719.6,6719.6,6719.7,6719.7,6719.7,6719.7,6719.7,6719.7,6719.7,6719.7
1,1,5,20,1000.0,0.20000000000000195,504.36,753.4,781.45,781.65,781.67,781.88,781.92,781.95,781.98,782.02,782.05,782.08,782.1,782.13,782.15,782.18,782.2,782.22,782.24,782.26,782.26,782.26,782.26,782.26,782.26
1,1,5,20,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.7,7807.4,7807.5,7807.5,7807.6,7807.6,7807.6,7807.7,7807.7,7807.7,7807.8,7807.8,7807.8,7807.9,7807.9,7807.9,7807.9,7807.9,7807.9,7807.9,7807.9
1,1,10,1,1.0,0.20000000000000195,1.0237,1.0392,1.0619,1.0767,1.0985,1.45,1.5041,1.5494,1.5937,1.6337,1.6671,1.6999,1.7273,1.7541,1.7766,1.7986,1.8169,1.835,1.85,1.8648,1.8648,1.8648,1.8648,1.8648,1.8648
1,1,10,1,10.0,0.20000000000000195,1.0251,1.0405,1.0632,1.0781,1.0999,1.4513,1.5055,1.5507,1.5951,1.6351,1.6685,1.7012,1.7286,1.7555,1.7779,1.7999,1.8183,1.8363,1.8514,1.8662,1.8662,1.8662,1.8662,1.8662,1.8662
1,1,10,1,100.0,0.20000000000000195,1.0386,1.054,1.0767,1.0915,1.1134,1.4648,1.519,1.5642,1.6086,1.6486,1.682,1.7147,1.7421,1.769,1.7914,1.8134,1.8318,1.8498,1.8649,1.8797,1.8797,1.8797,1.8797,1.8797,1.8797
1,1,10,1,1000.0,0.20000000000000195,1.1736,1.189,1.2117,1.2265,1.2484,1.5998,1.654,1.6992,1.7436,1.7836,1.817,1.8497,1.8771,1.904,1.9264,1.9484,1.9668,1.9848,1.9999,2.0147,2.0147,2.0147,2.0147,2.0147,2.0147
1,1,10,1,10000.0,0.20000000000000195,2.5234,2.5389,2.5616,2.5764,2.5982,2.9498,3.0039,3.0491,3.0935,3.1335,3.1669,3.1997,3.2271,3.2539,3.2764,3.2984,3.3168,3.3348,3.3499,3.3646,3.3646,3.3646,3.3646,3.3646,3.3646
1,1,10,5,100.0,0.20000000000000195,21.238,21.253,21.276,21.291,21.313,21.665,21.719,21.764,21.809,21.849,21.882,21.915,21.942,21.969,21.992,22.014,22.032,22.05,22.065,22.08,22.08,22.08,22.08,22.08,22.08
1,1,10,5,1000.0,0.20000000000000195,200.51,203.07,203.19,203.21,203.23,203.58,203.64,203.69,203.73,203.77,203.8,203.84,203.87,203.89,203.91,203.94,203.96,203.97,203.99,204.0,204.0,204.0,204.0,204.0,204.0
1,1,10,5,10000.0,0.20000000000000195,504.2,837.74,1307.8,1566.0,1823.2,2022.8,2022.9,2022.9,2023.0,2023.0,2023.0,2023.1,2023.1,2023.1,2023.2,2023.2,2023.2,2023.2,2023.2,2023.3,2023.3,2023.3,2023.3,2023.3,2023.3
1,1,10,10,100.0,0.20000000000000195,50.805,50.822,50.845,50.86,50.882,51.234,51.288,51.334,51.378,51.418,51.452,51.485,51.512,51.539,51.561,51.584,51.602,51.62,51.635,51.65,51.65,51.65,51.65,51.65,51.65
1,1,10,10,1000.0,0.20000000000000195,446.16,495.53,498.57,498.62,498.64,499.0,499.06,499.1,499.15,499.19,499.22,499.26,499.29,499.31,499.34,499.36,499.38,499.4,499.41,499.43,499.43,499.43,499.43,499.43,499.43
1,1,10,10,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.6,4976.9,4977.0,4977.1,4977.1,4977.2,4977.2,4977.3,4977.3,4977.3,4977.4,4977.4,4977.4,4977.4,4977.5,4977.5,4977.5,4977.5,4977.5,4977.5,4977.5
1,1,10,15,100.0,0.20000000000000195,78.906,80.087,80.227,80.245,80.267,80.62,80.674,80.72,80.764,80.804,80.838,80.871,80.898,80.925,80.948,80.97,80.988,81.007,81.022,81.037,81.037,81.037,81.037,81.037,81.037
1,1,10,15,1000.0,0.20000000000000195,502.3,660.71,672.73,672.85,672.88,673.24,673.3,673.35,673.39,673.43,673.47,673.5,673.53,673.56,673.58,673.6,673.62,673.64,673.66,673.67,673.67,673.67,673.67,673.67,673.67
1,1,10,15,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.7,6719.4,6719.4,6719.5,6719.6,6719.6,6719.7,6719.7,6719.8,6719.8,6719.8,6719.9,6719.9,6719.9,6719.9,6719.9,6719.9,6719.9,6719.9,6719.9,6719.9
1,1,10,20,1000.0,0.20000000000000195,504.36,753.4,781.46,781.67,781.7,782.06,782.12,782.17,782.21,782.25,782.29,782.32,782.35,782.38,782.4,782.43,782.44,782.46,782.48,782.49,782.49,782.49,782.49,782.49,782.49
1,1,10,20,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.7,7807.5,7807.6,7807.7,7807.7,7807.8,7807.9,7807.9,7807.9,7808.0,7808.0,7808.1,7808.1,7808.1,7808.1,7808.1,7808.1,7808.1,7808.1,7808.1,7808.1
1,1,50,1,1000.0,0.20000000000000195,1.2624,1.3303,1.4227,1.4784,1.554,2.0996,2.12,2.1314,2.1389,2.1434,2.1459,2.1476,2.1485,2.1491,2.1494,2.1497,2.1498,2.1499,2.1499,2.15,2.15,2.15,2.15,2.15,2.15
1,1,50,1,10000.0,0.20000000000000195,2.6118,2.6798,2.7722,2.8279,2.9036,3.4496,3.4699,3.4814,3.4889,3.4934,3.4959,3.4976,3.4985,3.4991,3.4994,3.4997,3.4998,3.4999,3.4999,3.5,3.5,3.5,3.5,3.5,3.5
1,1,50,5,100.0,0.20000000000000195,21.322,21.391,21.484,21.54,21.616,22.165,22.185,22.197,22.204,22.209,22.211,22.213,22.214,22.215,22.215,22.215,22.215,22.215,22.215,22.215,22.215,22.215,22.215,22.215,22.215
1,1,50,5,1000.0,0.20000000000000195,200.56,203.17,203.37,203.43,203.51,204.09,204.11,204.12,204.13,204.13,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14
1,1,50,5,10000.0,0.20000000000000195,504.2,837.74,1307.8,1566.0,1823.2,2023.3,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4
